Product_Name,Brand,Rating,Monthly_Sales,Price_SAR,Old_Price_SAR,Offer,Shipping,Competition_Count,Category_Main,Category_Sub,Market_Competition,Brand_Class,Is_Rated,Has_Sales,Discount,Weight_Est,Shipping_Cost,Referral_Fee_Rate,Referral_Fee_Value,Price_After_Discount,Price_Drop,Final_Cost,Net_Revenue,Is_Profitable,Competition_Level,Market_Competition_Level,Supplier_Count,Avg_Supplier_Score,Avg_Entry_Cost,Avg_Price_Range,Supply_Index,Cost_Index,Category_Level,Attractiveness,Demand_Index
JETech Samsung A16 4G/5G,jetech,4.5,100.0,30.99,30.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.70445,24.792,0.0,43.792,23.08755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech iPhone 11 Pro / Xs / X,jetech,4.4,,29.99,29.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,1.6494499999999999,23.992,0.0,42.992000000000004,22.342550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"Smart Creations 86"" TV Protector",smart creations,4.1,,575.0,575.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,31.625,460.0,0.0,479.0,428.375,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech iPhone 15 6.1,jetech,4.4,100.0,30.99,30.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.70445,24.792,0.0,43.792,23.08755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
UGREEN iPhone 16 Pro Max Privacy,ugreen,4.2,300.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"Smart Creations 65"" TV Protector",smart creations,4.1,200.0,291.3,327.0,20% off,FREE delivery,0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,16.0215,233.04000000000002,35.69999999999999,252.04000000000002,217.01850000000002,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ProCase Screen Protector iPad A16,procase,4.5,400.0,29.99,37.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.6494499999999999,23.992,8.000000000000004,42.992000000000004,22.342550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech iPad Air 11""",jetech,4.6,300.0,45.99,45.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.52945,36.792,0.0,55.792,34.262550000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy for iPhone 15,jetech,4.3,50.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"UGREEN iPhone 17/16 Pro 6.3""",ugreen,4.2,100.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ESR 3 Pack iPhone 17 Pro,esr,4.4,50.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy iPhone 15 Pro,jetech,4.3,200.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy iPhone 14 Pro Max,jetech,4.3,100.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
URBBKING Glass Samsung A16,urbbking,4.8,,12.99,12.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,0.71445,10.392000000000001,0.0,29.392000000000003,9.677550000000002,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Full Coverage S24 Ultra,jetech,4.4,100.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Protector Samsung S25,uetech,4.4,100.0,29.98,29.98,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.6489,23.984,0.0,42.984,22.3351,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Full Coverage iPhone 12,jetech,4.6,50.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely Samsung A05s,a tersely,4.1,,22.99,29.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,1.2644499999999999,18.392,7.0,37.391999999999996,17.12755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech iPhone 16 Plus,jetech,4.4,100.0,33.99,33.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.86945,27.192000000000004,0.0,46.19200000000001,25.322550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy iPhone 12/12 Pro,jetech,4.4,,32.98,32.98,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,1.8138999999999998,26.384,0.0,45.384,24.5701,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
amFilm 2+2 Samsung S24 Plus,amfilm,4.5,2700.0,39.99,39.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.19945,31.992000000000004,0.0,50.992000000000004,29.792550000000006,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely Motorola G35,t tersely,3.8,21.0,24.99,24.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.37445,19.992,0.0,38.992000000000004,18.61755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely Honor 400 Lite,t tersely,4.1,50.0,24.99,35.99,20% off,"FREE delivery Sat, 22 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.37445,19.992,11.000000000000004,38.992000000000004,18.61755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Screen Protector for iPhone 15 6.1-Inch, 3-Pack",jetech,4.4,100.0,30.99,30.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.70445,24.792,0.0,43.792,23.08755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"UGREEN iPhone 16 Pro Max Screen Protector Privacy 6.9'', 2 Pack",ugreen,4.2,5100.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ProCase Screen Protector for iPad A16 11-inch / 10.9,procase,4.5,30600.0,29.99,37.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.6494499999999999,23.992,8.000000000000004,42.992000000000004,22.342550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Full Coverage Screen Protector for iPhone 16e 6.1-Inch,jetech,4.4,48800.0,29.99,29.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.6494499999999999,23.992,0.0,42.992000000000004,22.342550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Matte Screen Protector for iPhone 15 6.1-Inch, 2-Pack",jetech,4.2,1000.0,35.99,35.99,20% off,"FREE delivery Sat, 22 Nov",1,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,low,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
UGREEN 2 Pack for iPhone 17 Pro Max Screen Protector 6.9'',ugreen,4.2,5100.0,59.0,59.0,20% off,FREE delivery Nov 21–23,0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
UGREEN for iPhone 17/16 Pro Screen Protector 6.3'',ugreen,4.2,5100.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Privacy Screen Protector for iPhone 16 6.1-Inch, 2-Pack",jetech,4.3,93500.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Shatterproof Screen Protector for iPhone 15 6.1-Inch, 3-Pack",jetech,4.5,930.0,35.99,35.99,20% off,"FREE delivery Sat, 22 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
URBBKING Tempered Glass for Samsung A16,urbbking,4.8,,12.99,12.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,0.71445,10.392000000000001,0.0,29.392000000000003,9.677550000000002,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Full Coverage for Samsung S24 Ultra,jetech,4.4,100.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Screen Protector for Samsung S25 Ultra,jetech,4.4,100.0,29.98,29.98,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.6489,23.984,0.0,42.984,22.3351,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Full Coverage for iPhone 12/12 Pro,jetech,4.6,50.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely Tempered Glass for Samsung A05s / A06,t tersely,4.1,,22.99,29.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,1.2644499999999999,18.392,7.0,37.391999999999996,17.12755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Screen Protector for iPhone 16 Plus,jetech,4.4,100.0,33.99,33.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.86945,27.192000000000004,0.0,46.19200000000001,25.322550000000003,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy Screen Protector for iPhone 12/12 Pro,jetech,4.4,,32.98,32.98,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,0,0.2,0.1,19.0,5.5,1.8138999999999998,26.384,0.0,45.384,24.5701,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
amFilm 2+2 Pack for Samsung Galaxy S24 Plus,amfilm,4.5,2700.0,39.99,39.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.19945,31.992000000000004,0.0,50.992000000000004,29.792550000000006,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely 3 Pack for Motorola G35 5G,t tersely,3.8,21.0,24.99,24.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.37445,19.992,0.0,38.992000000000004,18.61755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely 3 Pack for Honor 400 Lite 5G,t tersely,4.1,50.0,24.99,35.99,20% off,"FREE delivery Sat, 22 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.37445,19.992,11.000000000000004,38.992000000000004,18.61755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Privacy Screen Protector for iPhone 15 Pro 6.1-Inch, 2-Pack",jetech,4.3,93500.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
JETech Privacy Full Coverage for iPhone 14 Pro Max 6.7-Inch,jetech,4.3,93500.0,35.99,35.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.9794500000000002,28.792,0.0,47.792,26.81255,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Screen Protector for iPhone 16e / iPhone 13 / 13 Pro, 3-Pack",jetech,4.5,489200.0,30.99,30.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.70445,24.792,0.0,43.792,23.08755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
"JETech Screen Protector for iPad Air 11-Inch (2025/2024), 2-Pack",jetech,4.6,2600.0,45.99,45.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.52945,36.792,0.0,55.792,34.262550000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ESR 3 Pack for iPhone 17 Pro Max Privacy,esr,4.3,84800.0,49.0,49.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.695,39.2,0.0,58.2,36.505,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
UGREEN Samsung Galaxy S24 Ultra Screen Protector 2-Pack,ugreen,4.2,1100.0,59.0,59.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,3.245,47.2,0.0,66.2,43.955000000000005,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
URBBKING Tempered Glass for Samsung A16,urbbking,4.8,8.0,12.99,12.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,0.71445,10.392000000000001,0.0,29.392000000000003,9.677550000000002,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
UGREEN iPhone 16 Pro Max Auto Installation 2-Pack,ugreen,4.4,2700.0,51.9,75.0,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,midrange,1,1,0.2,0.1,19.0,5.5,2.8545,41.52,23.1,60.52,38.6655,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
T Tersely 3 Pack for Nintendo Switch 2 (2025),t tersely,4.5,172.0,12.99,16.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,0.71445,10.392000000000001,3.9999999999999982,29.392000000000003,9.677550000000002,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
ProCase iPhone 14 Pro Max Privacy 2-Pack,procase,4.4,1200.0,22.99,22.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,1.2644499999999999,18.392,0.0,37.391999999999996,17.12755,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
amFilm 2+2 Pack for Samsung Galaxy S24 Plus,amfilm,4.5,2700.0,39.99,39.99,20% off,"FREE delivery Thu, 20 Nov",0,"Mobiles, Tablets & Accessories",Screen Protectors,10000,generic,1,1,0.2,0.1,19.0,5.5,2.19945,31.992000000000004,0.0,50.992000000000004,29.792550000000006,1,no competition,medium,0.6300000000000001,0.5689121886096435,0.04408204461041994,0.00805836946542819,0.7497285881676459,0.95591795538958,Highly Attractive,0.8739404852125983,0.9056163053635764
